Name
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_123962_1911
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_227957_2363
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_359638_1166
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_115679_1811
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_251416_2569
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_112096_1775
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_112096_1759
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_115679_1806
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_251404_2454
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_275477_51
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_275477_57
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_251404_2442
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_251404_2446
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_8253_1386
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_8253_1389
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_275477_36
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_275477_31
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_88968_1575
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_429998_1346
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_251404_2447
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_251404_2435
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_115679_1788
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_251404_2445
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_186264_2047
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_115679_1821
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_437640_1372
ctn_sym_3_mc_6_qzw_sym_4_on_14_best_mol_8253_1382
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_81922_1513
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_81922_1522
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_251414_2503
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_81922_1511
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_251414_2517
bor_sym_3_mc_6_qzw_sym_4_on_14_best_mol_251416_2539
